FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	
NA19063	NA19063	0.1226407	0.1394421	0.08542039	0.02106099	0.1268558	-0.03674185	-0.005434457	0.001593098	-0.004069238	0.005250904	NA19063:NA19063
NA19064	NA19064	0.1216046	0.1414998	0.08204655	0.02447918	0.1165007	-0.02441595	0.0005006982	-0.005007158	-0.002349955	0.000801568	NA19064:NA19064
NA19065	NA19065	0.1255324	0.1355914	0.07898283	0.02546319	0.1241912	-0.03875991	-0.003785158	0.003389534	0.002932751	0.002744546	NA19065:NA19065
NA19066	NA19066	0.1233173	0.1356978	0.07962615	0.02626564	0.1205905	-0.03196322	-0.01338661	0.002079077	-0.001223174	0.009814451	NA19066:NA19066
NA19067	NA19067	0.1252487	0.1438631	0.08717827	0.02323253	0.1141607	-0.01945136	-0.0004479106	0.0007481476	0.002959534	0.005275947	NA19067:NA19067
NA19068	NA19068	0.128081	0.1308816	0.08025073	0.02831495	0.1118526	-0.02276065	-0.002204511	-0.003406051	0.0006343665	0.003341545	NA19068:NA19068
NA19070	NA19070	0.1243027	0.1315321	0.08468713	0.02174856	0.1209614	-0.02453301	-0.0117486	-0.005090289	-0.001290792	0.01333001	NA19070:NA19070
NA19072	NA19072	0.1234398	0.1332953	0.08449397	0.02059649	0.111059	-0.03637758	-0.0002341647	0.008212815	0.006717751	-9.146351e-05	NA19072:NA19072
NA19074	NA19074	0.1258403	0.1381662	0.07986868	0.02358278	0.1173345	-0.03029533	-0.005033618	0.001711785	0.0005169055	0.003864163	NA19074:NA19074
NA19075	NA19075	0.1251594	0.1327938	0.08380887	0.02636695	0.1046771	-0.03352249	-0.002428498	-0.002379591	0.01739937	0.005535915	NA19075:NA19075
NA19076	NA19076	0.1210753	0.1270891	0.08926443	0.01998139	0.1087019	-0.02326939	0.004496278	-0.006168204	-0.007212184	0.006037916	NA19076:NA19076
NA19077	NA19077	0.128084	0.1383364	0.08307582	0.02164593	0.120147	-0.03404899	-0.004901857	-0.006282908	0.008037007	7.028466e-05	NA19077:NA19077
NA19078	NA19078	0.1244591	0.1321924	0.08330136	0.01677056	0.1254591	-0.02686176	-0.003959395	0.001777472	-0.002373079	0.006602983	NA19078:NA19078
NA19079	NA19079	0.1273168	0.1354545	0.08128278	0.02335622	0.114122	-0.03871837	-0.001295518	0.006717363	0.007894607	-0.007471931	NA19079:NA19079
NA19080	NA19080	0.1220866	0.1408632	0.08329504	0.02458044	0.1126224	-0.03474153	-0.0026902	-0.003380665	0.007001682	0.006550721	NA19080:NA19080
NA19081	NA19081	0.1204531	0.1390612	0.0851057	0.01971915	0.1268925	-0.02913094	-0.009581094	0.002908457	0.007909126	0.009246632	NA19081:NA19081
NA19082	NA19082	0.1167377	0.1403526	0.08777902	0.02205238	0.1229986	-0.03107723	0.001811674	-0.001345144	-0.006836468	0.01016486	NA19082:NA19082
NA19083	NA19083	0.1208575	0.1344863	0.08291863	0.02449036	0.1261149	-0.03659115	-0.002487402	-0.003349582	-0.000962398	0.009093673	NA19083:NA19083
NA19084	NA19084	0.12401	0.1356239	0.08434535	0.02415485	0.1189147	-0.02748998	0.006073205	0.004682984	0.003742939	0.0001203489	NA19084:NA19084
NA19085	NA19085	0.1253664	0.1318952	0.07996933	0.01606347	0.1236419	-0.03332941	0.0009678662	-0.002520835	-0.001528251	0.0002252249	NA19085:NA19085
NA19086	NA19086	0.1215557	0.1413345	0.08420769	0.0258179	0.1280076	-0.02995632	0.0003549203	-0.004554894	0.00915737	0.009648892	NA19086:NA19086
NA19087	NA19087	0.1299755	0.1327612	0.08318668	0.02900316	0.1215406	-0.02220864	-0.00703437	-0.004039291	-0.005038637	0.001897884	NA19087:NA19087
NA19088	NA19088	0.12482	0.137322	0.08573781	0.02586637	0.1270496	-0.02392699	0.004360343	-0.001579722	0.005279585	0.007105941	NA19088:NA19088
NA19089	NA19089	0.1212851	0.1344943	0.08503235	0.02201971	0.134435	-0.02554697	0.003361313	0.003311822	0.008614213	0.008377637	NA19089:NA19089
NA19090	NA19090	0.1172347	0.1355294	0.08321288	0.02572557	0.1143787	-0.01585352	-0.003600763	-0.0003032347	0.001357355	0.006228487	NA19090:NA19090
NA19091	NA19091	0.1245973	0.1359027	0.08141232	0.02336512	0.1184291	-0.03527904	-0.003181458	-0.0001737525	0.001562114	0.005031845	NA19091:NA19091
NA19092	NA19092	-0.3885648	0.1993602	-0.2061611	0.01835958	0.003326463	-0.0005702143	0.004182555	0.005975951	-0.005709847	-0.004067476	NA19092:NA19092
NA19093	NA19093	-0.3851185	0.2004324	-0.2047368	0.0111921	-0.0007843793	0.001707477	0.007942793	0.007035318	0.009314299	0.001403525	NA19093:NA19093
NA19095	NA19095	-0.3880228	0.2019531	-0.2101341	0.0164028	0.002846049	-0.001004631	0.002551558	0.008064179	-0.004107211	0.008258831	NA19095:NA19095
NA19096	NA19096	-0.3869855	0.1978033	-0.2129946	0.01460879	-0.0007206354	-0.00301446	0.001485759	0.003133501	-0.008557695	-0.004831917	NA19096:NA19096
NA19102	NA19102	-0.3903903	0.1958835	-0.2114959	0.01377178	0.001409204	-0.005751225	-0.004859238	-0.003677971	-0.002182263	-0.002273805	NA19102:NA19102
NA19107	NA19107	-0.387335	0.1906239	-0.2070639	0.01780256	0.0007385645	0.002868162	0.00455132	-0.001274563	-0.001490686	-0.004792711	NA19107:NA19107
NA19108	NA19108	-0.3878319	0.1952264	-0.2102956	0.01141684	-0.000499709	0.00197761	-0.005643989	-0.005796349	-0.005307713	0.003598037	NA19108:NA19108
NA19114	NA19114	-0.393352	0.1934636	-0.2092596	0.01730594	2.762466e-06	0.006898018	9.387018e-05	-0.0009766544	-0.00330272	0.002640273	NA19114:NA19114
NA19116	NA19116	-0.3899461	0.1954011	-0.2104174	0.01801626	-0.004462292	0.005804937	-0.002762749	0.000488975	-0.003365984	-0.006074966	NA19116:NA19116
NA19119	NA19119	-0.3895597	0.1992074	-0.2104817	0.01357616	-0.008000718	0.001141536	0.002872465	0.004965118	-0.004357021	0.002227752	NA19119:NA19119
NA19121	NA19121	-0.3892762	0.1906204	-0.2098024	0.02020991	-0.001997125	-0.0005159119	0.0005272151	-0.0002920415	0.002221638	0.006247825	NA19121:NA19121
NA19129	NA19129	-0.3884945	0.190729	-0.2082244	0.01517882	0.006753506	-0.002261683	0.002090836	0.003752936	-0.006796125	-0.00260846	NA19129:NA19129
NA19130	NA19130	-0.3868547	0.1993202	-0.2062056	0.01469748	-0.000482049	-0.002105316	0.01042439	-0.0090212	0.00468303	-0.0005736618	NA19130:NA19130
NA19137	NA19137	-0.393351	0.1980139	-0.2105487	0.009455054	0.001584319	0.005756055	0.003064347	-0.004192551	0.001401916	-0.006245154	NA19137:NA19137
NA19138	NA19138	-0.3875452	0.1928585	-0.2114595	0.02028513	0.001091976	-0.008637069	0.002917009	0.001200279	-0.004024989	0.002148996	NA19138:NA19138
NA19141	NA19141	-0.3883001	0.196627	-0.2086414	0.01640651	0.003985521	-0.004991692	0.00125139	0.0001045538	-0.004543636	-0.002209975	NA19141:NA19141
NA19143	NA19143	-0.3914733	0.197292	-0.2075428	0.01918662	-0.0002091092	-0.005451153	-0.003260858	-0.006828845	0.0001670324	0.00358302	NA19143:NA19143
NA19144	NA19144	-0.3883497	0.197655	-0.2097423	0.01177945	0.005196881	0.00267976	-0.004112778	0.0004491796	-0.003634572	0.001388357	NA19144:NA19144
NA19146	NA19146	-0.3906197	0.1961926	-0.2129207	0.01336882	0.001796683	0.001618176	-0.007055174	-0.003614823	0.004621804	-0.00190996	NA19146:NA19146
NA19147	NA19147	-0.3906807	0.1968397	-0.214373	0.01079046	0.003310053	0.002909358	-0.0005006655	0.003664794	-5.845325e-05	-0.006713577	NA19147:NA19147
NA19149	NA19149	-0.3931927	0.2007218	-0.2148516	0.01652585	0.004052237	0.0004216613	-0.003907154	0.002398522	-0.004264484	-0.002640841	NA19149:NA19149
NA19152	NA19152	-0.3905867	0.1997514	-0.2032809	0.01201897	-0.0008277895	-0.0004309686	0.0004070122	0.0005232025	0.002805897	0.008229838	NA19152:NA19152
NA19153	NA19153	-0.3902369	0.1945497	-0.2144838	0.01452899	-0.000169498	0.004618078	0.004362159	0.0005969119	-0.01055211	-0.0009832463	NA19153:NA19153
NA19159	NA19159	-0.3869156	0.1980425	-0.2060904	0.0100978	-0.0002253366	-0.005157204	0.007182418	0.00268247	0.004180433	-0.001627999	NA19159:NA19159
NA19160	NA19160	-0.388029	0.1986105	-0.2105881	0.01630807	-0.0003819485	0.0004260878	-0.005746973	0.000576549	0.002378448	0.007214333	NA19160:NA19160
NA19171	NA19171	-0.3908572	0.191984	-0.2087064	0.01512751	-0.006282045	-0.001120389	0.008104204	0.001020067	-0.002942504	0.00099661	NA19171:NA19171
NA19172	NA19172	-0.388547	0.1968225	-0.2103375	0.01407263	0.002434504	-0.005510015	-0.0082037	0.00547796	-0.002011365	0.002194344	NA19172:NA19172
NA19175	NA19175	-0.3904942	0.1968606	-0.2097348	0.01421456	0.0008935549	-0.003738632	-0.0012261	-0.0007192121	0.0004361838	-0.005637697	NA19175:NA19175
NA19184	NA19184	-0.3864564	0.1958377	-0.2086109	0.01402589	-0.002149067	0.0005339344	-9.762646e-05	0.002566092	0.01206339	0.002265564	NA19184:NA19184
NA19185	NA19185	-0.3892098	0.1960837	-0.2096949	0.01543629	0.001504052	-0.000464129	0.0009412679	0.001168717	-0.003511513	-0.00838545	NA19185:NA19185
NA19197	NA19197	-0.3922653	0.1951191	-0.2070317	0.02024497	0.0002366099	-0.001051952	0.002935864	0.005128699	0.004399598	0.001178296	NA19197:NA19197
NA19198	NA19198	-0.3884082	0.1971528	-0.2077439	0.01272494	-0.002651466	0.003041123	-0.001627321	0.002089991	-0.00282827	-0.01296244	NA19198:NA19198
NA19200	NA19200	-0.3858691	0.1935731	-0.2081045	0.01542462	0.004494009	0.006352708	0.001082487	0.005322709	0.005686071	-0.01116639	NA19200:NA19200
NA19201	NA19201	-0.3897533	0.1950821	-0.2092306	0.01700453	0.006899337	-0.007980917	0.002023605	-0.0002975305	-0.003471937	-0.001359597	NA19201:NA19201
NA19204	NA19204	-0.3848362	0.1946705	-0.2069958	0.01215656	0.003041643	0.005254633	0.003745878	-0.0033447	-0.001263503	0.000161704	NA19204:NA19204
NA19206	NA19206	-0.3881116	0.1963483	-0.21136	0.01505553	-0.0006840235	-0.001645575	0.003460455	0.0068568	0.002899962	0.0002498459	NA19206:NA19206
NA19207	NA19207	-0.3920507	0.2003426	-0.2108863	0.01758824	0.006027253	-0.004081472	0.001306614	-0.003029479	0.003569986	0.002295907	NA19207:NA19207
NA19209	NA19209	-0.3890041	0.1970024	-0.2090971	0.01772462	-0.001252214	-0.003551667	0.002367015	-0.0008251712	-0.002969297	0.008670363	NA19209:NA19209
NA19210	NA19210	-0.3959429	0.193177	-0.209781	0.01229018	0.001704938	0.006704945	0.0008438001	-3.814037e-05	-0.000764016	0.002428013	NA19210:NA19210
NA19222	NA19222	-0.3892171	0.1984753	-0.2125924	0.01546546	0.003859388	-0.000233386	0.0003696109	0.0008437265	-0.002460162	-0.004073506	NA19222:NA19222
NA19223	NA19223	-0.3895388	0.1991474	-0.2084459	0.01789795	-0.001327581	0.002986793	-0.001406606	0.0007735695	-0.005018557	-0.00671489	NA19223:NA19223
NA19225	NA19225	-0.3848979	0.1953171	-0.2119393	0.01619755	-0.003672175	-0.003846964	-0.003682887	0.004952392	0.003508307	0.003431822	NA19225:NA19225
NA19238	NA19238	-0.3861556	0.1976959	-0.2094537	0.01467417	-0.0001110065	-0.006637291	0.003178132	0.002386855	0.001406541	0.007849048	NA19238:NA19238
NA19239	NA19239	-0.3931653	0.1979713	-0.2105531	0.01979673	0.002043489	0.002413649	0.004692084	0.00188608	-0.001351413	0.006244115	NA19239:NA19239
NA19324	NA19324	-0.3758229	0.1804707	-0.1886316	0.01407315	0.00318235	-0.0022294	0.003485435	0.001168185	0.003395579	-0.001273578	NA19324:NA19324
NA19360	NA19360	-0.3768287	0.1761939	-0.1883183	0.01155122	-0.0003011678	0.00399101	0.004842314	-0.0001296837	-0.005888988	-0.0005456156	NA19360:NA19360
NA19372	NA19372	-0.3821407	0.1809578	-0.1851115	0.009918492	-0.003630604	8.153737e-05	-0.002240243	0.0002444332	0.004575402	-0.001379036	NA19372:NA19372
NA19436	NA19436	-0.3718374	0.1795081	-0.1888175	0.01054834	-0.002417376	-0.009232915	0.001391583	-0.00461707	-0.001381329	-0.002646225	NA19436:NA19436
NA19440	NA19440	-0.3768587	0.1775687	-0.1851625	0.01549366	6.532644e-05	-6.668648e-05	-0.002440457	0.001716686	0.003398431	-0.006573335	NA19440:NA19440
NA19445	NA19445	-0.3758758	0.1764603	-0.1855322	0.01340471	0.003878251	0.002186049	0.003142569	-0.003420157	-0.0006450224	-0.003249603	NA19445:NA19445
NA19457	NA19457	-0.3770163	0.175448	-0.183412	0.007635702	-0.001747509	0.001656392	0.01124981	0.006080472	0.001431816	0.004751084	NA19457:NA19457
NA19462	NA19462	-0.3780513	0.1844717	-0.1927141	0.01130009	-0.00465794	-0.003303819	0.003014487	0.0003653597	0.008888115	-0.005702691	NA19462:NA19462
NA19728	NA19728	0.1929942	-0.1252436	-0.2322482	-0.005337773	-0.001910114	0.0006834826	0.01291449	-0.00253063	0.01174134	-0.001342402	NA19728:NA19728
NA19731	NA19731	0.206071	-0.1217976	-0.2508467	-0.0117644	-0.002513431	0.00769326	0.009392574	-0.0004552735	0.01803113	0.007304697	NA19731:NA19731
NA19732	NA19732	0.2043188	-0.1250186	-0.2529328	0.0009683759	0.001556574	0.00410681	0.001982572	-0.005679544	0.004377985	-0.006668112	NA19732:NA19732
NA20291	NA20291	-0.3797819	0.1825845	-0.195221	0.01599962	0.00122536	-0.007373843	0.004763626	0.002929913	-0.003420443	-0.003933471	NA20291:NA20291
NA20298	NA20298	-0.3619441	0.1644268	-0.1836965	0.01918651	-0.005751129	-0.007695569	0.0003943354	-0.000764649	0.002727704	0.005327851	NA20298:NA20298
NA20502	NA20502	-0.1465363	-0.2209911	0.118788	0.08093531	0.004507774	-0.005597837	0.000353732	3.799368e-05	-0.004370707	0.003446335	NA20502:NA20502
NA20503	NA20503	-0.1397818	-0.2272889	0.118297	0.08083678	0.00672179	0.009473015	-0.005184554	0.004058041	-0.006076716	-0.00264943	NA20503:NA20503
NA20504	NA20504	-0.1419085	-0.2226333	0.1218482	0.0775167	-0.0009739422	0.003115355	-0.004003373	0.007852282	0.001393538	0.001487196	NA20504:NA20504
NA20505	NA20505	-0.1461232	-0.2193237	0.1149364	0.0843915	0.003934616	-0.004479739	-0.003441156	0.003295374	0.0005622804	0.001753639	NA20505:NA20505
NA20506	NA20506	-0.1394867	-0.2257653	0.1193808	0.07410809	0.00211132	-0.005014988	-0.0007193533	0.01173907	-0.003291591	-0.004180511	NA20506:NA20506
NA20507	NA20507	-0.1452609	-0.2220942	0.1191978	0.07610738	-0.005225766	-0.002184318	0.001698339	0.004469289	0.0009322416	0.00252485	NA20507:NA20507
NA20508	NA20508	-0.1448467	-0.2231832	0.1156169	0.07766062	0.00252732	0.003486893	3.81613e-05	0.008691969	-0.006691286	0.0006803598	NA20508:NA20508
NA20509	NA20509	-0.1405971	-0.2162629	0.11478	0.07347978	0.0009547162	0.007303556	0.005268029	-0.002492963	0.002799131	-0.003023911	NA20509:NA20509
NA20510	NA20510	-0.1427235	-0.220234	0.1207697	0.0777897	0.002717628	0.006306274	0.0007634102	-0.0006290623	0.004050651	-0.00861879	NA20510:NA20510
NA20511	NA20511	-0.1392554	-0.2206607	0.1164905	0.07424552	-0.001534713	-0.01019371	-0.004378276	0.003935672	-0.002529639	0.007075229	NA20511:NA20511
NA20512	NA20512	-0.138242	-0.2180002	0.120184	0.07763698	-0.001755564	-0.001077203	-0.001469414	-0.006138055	-0.0008645514	-0.009950308	NA20512:NA20512
NA20513	NA20513	-0.1430102	-0.2180025	0.1182621	0.07787838	-0.005599248	-0.001800237	-0.007492432	0.002169971	-0.003938124	0.01173676	NA20513:NA20513
NA20514	NA20514	-0.1389667	-0.2148432	0.1170341	0.07592147	-0.000533434	-0.004361398	0.002843152	0.006231409	-0.0002200376	0.01134824	NA20514:NA20514
NA20515	NA20515	-0.1383313	-0.2213732	0.1147131	0.07787512	-0.00229203	0.001531652	0.003562212	0.002949609	0.003531878	0.006706868	NA20515:NA20515
NA20516	NA20516	-0.141141	-0.2195812	0.1195907	0.07633155	-0.003279137	0.004739834	-0.001554319	-0.002415325	-0.003997492	0.009531331	NA20516:NA20516
NA20517	NA20517	-0.1410151	-0.2209127	0.115978	0.08712895	0.005601434	0.001938761	-0.003603911	0.008821302	-0.005672861	0.007829342	NA20517:NA20517
NA20518	NA20518	-0.1454336	-0.2265811	0.1143221	0.07755398	0.001939923	0.001508013	-0.01424651	0.00475075	-0.004561613	-0.001931384	NA20518:NA20518
NA20519	NA20519	-0.1503565	-0.2219388	0.1188213	0.08149032	0.003726055	0.004046551	0.005445965	0.005929425	0.001377185	-0.000480154	NA20519:NA20519
NA20520	NA20520	-0.1448452	-0.2175777	0.1228317	0.07954074	0.002213667	0.001446371	-0.004216651	-0.007064853	-0.002813577	0.004388592	NA20520:NA20520
NA20521	NA20521	-0.1490829	-0.2204846	0.1178729	0.07723738	0.001901514	-0.002817637	-0.006837705	-0.003547144	-0.004701756	0.0004276789	NA20521:NA20521
NA20522	NA20522	-0.1437073	-0.2232978	0.1150058	0.07888309	-0.001550508	-0.004848132	-0.005639289	0.01218078	-0.001726081	-0.000758344	NA20522:NA20522
NA20524	NA20524	-0.1423232	-0.2212097	0.1195277	0.08122261	-0.002685984	0.004626532	0.006064338	0.004212601	0.00381296	-0.007597852	NA20524:NA20524
NA20525	NA20525	-0.1455353	-0.2211923	0.1163962	0.07874136	-0.001156579	0.00666828	-0.006503464	0.002202441	0.003448164	-0.001485774	NA20525:NA20525
NA20527	NA20527	-0.1380076	-0.2205543	0.1135255	0.08104027	0.0006216665	-0.007081104	0.005016584	-0.0004819384	-0.004404243	0.002887496	NA20527:NA20527
NA20528	NA20528	-0.1396021	-0.2218811	0.1140521	0.07713113	0.001977862	0.008357067	-0.004220563	0.008220394	-0.005790894	-0.007871686	NA20528:NA20528
NA20529	NA20529	-0.1404543	-0.2168473	0.1164715	0.08258049	-0.006482139	-0.001301217	0.002149151	-0.003032469	-0.008528657	0.009223497	NA20529:NA20529
NA20530	NA20530	-0.1423409	-0.2220372	0.1180434	0.08022201	-0.0013161	0.00242948	-0.00389228	-0.008940643	-0.002589634	0.0001736448	NA20530:NA20530
NA20531	NA20531	-0.14139	-0.2211377	0.1207803	0.0824528	-0.0005374662	-0.003022818	0.001233094	0.001652869	-0.002949131	0.003518764	NA20531:NA20531
NA20532	NA20532	-0.1423874	-0.2197564	0.1178699	0.07748278	0.0007559344	0.000841032	-0.003588441	-0.001219581	-0.0007654378	0.001509996	NA20532:NA20532
NA20533	NA20533	-0.1394899	-0.221665	0.1160174	0.07771923	-0.004362452	-0.004092961	0.004510771	0.009123879	0.0001328407	-0.005042708	NA20533:NA20533
NA20534	NA20534	-0.1385966	-0.2217928	0.1150094	0.08033212	-0.003825897	6.132275e-05	-0.008247047	-0.00509317	-0.006703116	-0.0001764362	NA20534:NA20534
NA20535	NA20535	-0.1452724	-0.2216976	0.1168918	0.08520838	0.0015676	0.008592588	-0.002656862	-0.007251192	-0.003808368	0.00422961	NA20535:NA20535
NA20536	NA20536	-0.1455967	-0.2233895	0.1168001	0.07664354	0.004470892	0.007863843	-0.001401869	0.004378754	0.00192885	-0.001026028	NA20536:NA20536
NA20538	NA20538	-0.1414311	-0.2198809	0.1124303	0.07955579	0.002769732	0.002229318	0.007937168	0.006055322	-5.393504e-05	-0.005362979	NA20538:NA20538
NA20539	NA20539	-0.1436917	-0.2208503	0.1201489	0.08052247	0.0004544758	0.006040406	-0.00132126	0.006380568	-0.006991061	0.003421177	NA20539:NA20539
NA20540	NA20540	-0.1376883	-0.2252474	0.1145349	0.0766842	-0.001299996	0.002049701	-0.002599054	0.005376747	-0.01076893	0.001754545	NA20540:NA20540
NA20541	NA20541	-0.1454861	-0.2228546	0.1139149	0.08292687	0.00276203	-0.00385155	0.004308835	-0.001573878	-0.001773944	0.002592849	NA20541:NA20541
NA20542	NA20542	-0.1426702	-0.2149754	0.1160186	0.07789477	0.000700948	0.01387448	-0.006552002	0.003507391	0.001386216	0.01017647	NA20542:NA20542
NA20543	NA20543	-0.1453974	-0.2231328	0.1157918	0.07767794	0.0003966445	-0.004893402	-0.01558775	-0.00918764	-0.005288252	0.005794411	NA20543:NA20543
NA20544	NA20544	-0.1417547	-0.2178456	0.1216185	0.07554588	0.001187922	0.006536203	-0.005477674	0.006669174	0.007625233	0.007801291	NA20544:NA20544
NA20581	NA20581	-0.1474146	-0.225588	0.1162353	0.08326365	0.004208074	0.009629215	0.002580275	0.006250024	-0.008540152	0.007108808	NA20581:NA20581
NA20582	NA20582	-0.1440654	-0.2199894	0.114152	0.08273179	-0.005645891	0.0001214004	-0.001904693	-0.005146072	-0.001610858	0.00852977	NA20582:NA20582
NA20585	NA20585	-0.1420961	-0.2172164	0.1188732	0.08483031	-0.002189527	0.005789959	0.003296684	-0.0009828171	-0.003179449	0.007588633	NA20585:NA20585
NA20586	NA20586	-0.1451336	-0.2277313	0.119041	0.08332754	0.003900597	-0.004020787	-0.003923884	1.6516e-05	-0.005099917	0.007445917	NA20586:NA20586
NA20587	NA20587	-0.1447062	-0.2224233	0.1199442	0.07984941	5.713278e-05	0.003241515	-0.0052111	0.007576935	-0.001974494	0.01226395	NA20587:NA20587
NA20588	NA20588	-0.1421563	-0.220954	0.1219068	0.08328151	-0.001972388	0.003195445	-0.004466162	-0.00418245	-0.00281534	0.008314149	NA20588:NA20588
NA20589	NA20589	-0.1492717	-0.2226712	0.1177719	0.07641858	0.002994551	0.0009793031	0.003362461	0.003342332	0.003497834	-0.0004151681	NA20589:NA20589
NA20752	NA20752	-0.1433067	-0.223026	0.1183503	0.07559291	0.00480326	0.003274722	0.0006370541	0.004253689	0.000776977	0.002894213	NA20752:NA20752
NA20753	NA20753	-0.141549	-0.2172342	0.1180854	0.08465607	0.001434097	0.006375891	-0.002911771	-0.0007360276	-0.005472181	-0.0001683522	NA20753:NA20753
NA20754	NA20754	-0.1440026	-0.2213395	0.1149534	0.08226155	3.58288e-05	0.0006859918	0.001581899	-0.003204619	-0.0009281856	0.009118196	NA20754:NA20754
NA20755	NA20755	-0.1469907	-0.2241098	0.117234	0.07170948	0.005011059	0.006126397	0.005186092	-0.006689757	-0.0009506607	-0.008076046	NA20755:NA20755
NA20756	NA20756	-0.1453718	-0.2191792	0.1187274	0.07571743	0.001476968	0.006299656	-0.0007986036	0.002301776	0.003547515	-0.0001285354	NA20756:NA20756
NA20757	NA20757	-0.1439918	-0.2176584	0.1191802	0.08154524	0.007824062	0.005781214	-0.003293426	-3.518974e-05	-0.005553029	0.004636719	NA20757:NA20757
NA20758	NA20758	-0.1487937	-0.2204125	0.119426	0.07534022	0.00127208	-0.0008056873	0.004012802	0.001085892	-0.001344319	0.007392217	NA20758:NA20758
NA20759	NA20759	-0.1420397	-0.2268752	0.1220357	0.07633887	-0.0009620411	-0.002084294	-0.003238445	0.008315275	-0.002227765	0.004234582	NA20759:NA20759
NA20760	NA20760	-0.1377012	-0.2215968	0.1161552	0.08022835	3.110781e-05	-0.001168854	0.01114458	-0.004565065	0.0150272	0.007759367	NA20760:NA20760
NA20761	NA20761	-0.1435463	-0.2193942	0.1221046	0.07810835	0.002706725	0.003069774	0.001792002	-0.002405818	-0.0006702391	-0.003653701	NA20761:NA20761
NA20762	NA20762	-0.1481558	-0.224764	0.117811	0.07806214	-0.002096516	0.002738767	0.008773601	-0.001254899	-0.003169589	-0.002222394	NA20762:NA20762
NA20763	NA20763	-0.1430694	-0.2226952	0.1226632	0.07671313	-1.633033e-05	0.009420053	-0.002684406	0.008938443	-0.0003960493	0.002378835	NA20763:NA20763
NA20764	NA20764	-0.1455701	-0.224513	0.1156107	0.08472529	0.001484697	0.001392738	0.003790314	0.01094547	-0.01019052	0.006559908	NA20764:NA20764
NA20765	NA20765	-0.1500803	-0.2245283	0.121214	0.08288879	-0.004828226	0.0007593766	-0.005537646	-0.001856638	-0.006798185	0.01562856	NA20765:NA20765
NA20766	NA20766	-0.1464009	-0.2209799	0.117925	0.07473455	0.002221685	0.009950359	0.006432233	-0.005535685	0.0007956068	-0.008060328	NA20766:NA20766
NA20767	NA20767	-0.1424595	-0.2229509	0.1156182	0.07822373	-0.006714094	0.008745914	0.005209377	0.004767864	-0.004046202	-0.00903458	NA20767:NA20767
NA20768	NA20768	-0.1415202	-0.2210647	0.1144202	0.07480242	0.001989	0.0008798366	0.007839819	0.003348917	-0.004327176	0.004414088	NA20768:NA20768
NA20769	NA20769	-0.1464343	-0.2234341	0.1160082	0.08473922	-0.00376523	0.003242013	-0.0006478753	0.005299531	-0.004805298	-0.002181933	NA20769:NA20769
NA20770	NA20770	-0.1420997	-0.2222924	0.115407	0.07390402	-0.001099592	-0.001115628	-0.0006653578	0.000771452	-0.009300148	-0.009128468	NA20770:NA20770
NA20771	NA20771	-0.1455352	-0.2203747	0.1204651	0.0823868	0.006409381	-0.00226232	-0.01160449	0.006695286	0.0151961	0.00415838	NA20771:NA20771
NA20772	NA20772	-0.1474115	-0.2187613	0.1200483	0.08173056	0.00549305	0.001673078	-0.007200478	0.0001247767	-0.005712009	0.004010547	NA20772:NA20772
NA20773	NA20773	-0.1442991	-0.2213842	0.1217404	0.07402266	0.001051824	0.007278235	-0.002632234	-0.00382118	-0.0006283926	0.008045646	NA20773:NA20773
NA20774	NA20774	-0.1469332	-0.2233989	0.1170175	0.07335778	0.003070228	-0.01288611	-0.0003441558	0.003639033	-0.01876259	-0.0006759179	NA20774:NA20774
NA20775	NA20775	-0.1436685	-0.2143254	0.1167747	0.0803517	0.005622863	-0.004936366	-0.003248663	-0.01463577	-0.0004435303	-0.002663505	NA20775:NA20775
NA20778	NA20778	-0.1464764	-0.2168873	0.1197192	0.08354979	0.006556722	-0.002467524	-0.001785607	0.005542694	0.003360059	0.004188737	NA20778:NA20778
NA20783	NA20783	-0.1436441	-0.2193722	0.1182617	0.08164746	0.008568944	0.004141335	-0.004579905	0.02005275	-0.002912795	-0.003163452	NA20783:NA20783
NA20785	NA20785	-0.1416235	-0.2195254	0.117418	0.08042632	0.00102	0.001606688	-0.01089051	0.001956586	-0.006893805	0.007713324	NA20785:NA20785
NA20786	NA20786	-0.1432527	-0.2177684	0.113621	0.07278884	0.002190937	0.001204601	-0.008050623	0.005079622	-0.002372562	0.006492611	NA20786:NA20786
NA20787	NA20787	-0.1460412	-0.2173549	0.1198001	0.07583861	-0.003542302	0.003192752	-0.009049195	3.880646e-05	-0.009433828	0.005151471	NA20787:NA20787
NA20790	NA20790	-0.1458944	-0.2197182	0.1212454	0.08279925	-0.003903723	0.0002821517	-0.001274438	0.001924174	-0.005615072	-0.01337162	NA20790:NA20790
NA20792	NA20792	-0.1411896	-0.2226788	0.1134553	0.07751743	-0.00625077	0.002588674	-0.003578592	-0.003764269	0.002632363	0.001320261	NA20792:NA20792
NA20795	NA20795	-0.1452159	-0.220807	0.1142335	0.08003117	-0.0002193444	0.004550891	-0.004533455	0.0104002	0.001508141	2.094024e-05	NA20795:NA20795
NA20796	NA20796	-0.1460202	-0.2202631	0.115472	0.08095872	0.0003993587	0.003329753	-0.007738983	0.002655142	-0.003025261	0.001236261	NA20796:NA20796
